ticker,name,year,esg,e,s,g,sector,industry
PM,PHILIP MORRIS INTL.,2020,74.02,59.21,80.01,66.54,Consumer Defensive,Tobacco
PM,PHILIP MORRIS INTL.,2021,68.68,54.43,57.46,63.51,Consumer Defensive,Tobacco
PM,PHILIP MORRIS INTL.,2022,70.48,63.23,57.68,60.7,Consumer Defensive,Tobacco
PM,PHILIP MORRIS INTL.,2023,74.04,92.67,55.84,55.22,Consumer Defensive,Tobacco
PM,PHILIP MORRIS INTL.,2024,72.6,94.05,56.29,64.76,Consumer Defensive,Tobacco
PNC,PNC FINL.SVS.GP.,2020,90.3,80.05,88.84,81.47,Financial Services,Banks - Regional
PNC,PNC FINL.SVS.GP.,2021,85.53,83.18,94.57,81.74,Financial Services,Banks - Regional
PNC,PNC FINL.SVS.GP.,2022,80.19,88.87,93.91,82.78,Financial Services,Banks - Regional
PNC,PNC FINL.SVS.GP.,2023,75.1,79.26,92.69,77.87,Financial Services,Banks - Regional
PNC,PNC FINL.SVS.GP.,2024,73.09,85.5,91.12,73.57,Financial Services,Banks - Regional
PNR,PENTAIR,2020,55.67,82.33,51.29,63.98,Industrials,Specialty Industrial Machinery
PNR,PENTAIR,2021,52.62,79.5,60.14,66.51,Industrials,Specialty Industrial Machinery
PNR,PENTAIR,2022,54.01,81.78,59.82,67.43,Industrials,Specialty Industrial Machinery
PNR,PENTAIR,2023,32.28,82.32,57.44,63.37,Industrials,Specialty Industrial Machinery
PNR,PENTAIR,2024,40.56,82.33,59.37,60.27,Industrials,Specialty Industrial Machinery
PNW,PINNACLE WEST CAP.,2020,76.61,50.0,59.12,81.0,Utilities,Utilities - Regulated Electric
PNW,PINNACLE WEST CAP.,2021,79.0,50.0,61.34,81.35,Utilities,Utilities - Regulated Electric
PNW,PINNACLE WEST CAP.,2022,78.15,50.0,63.71,73.28,Utilities,Utilities - Regulated Electric
PNW,PINNACLE WEST CAP.,2023,76.63,50.0,58.47,71.14,Utilities,Utilities - Regulated Electric
PNW,PINNACLE WEST CAP.,2024,76.9,50.0,53.8,71.67,Utilities,Utilities - Regulated Electric
PODD,INSULET,2020,44.52,40.5,68.54,,Healthcare,Medical Devices
PODD,INSULET,2021,37.97,50.13,74.04,,Healthcare,Medical Devices
PODD,INSULET,2022,75.36,41.81,72.62,28.6,Healthcare,Medical Devices
PODD,INSULET,2023,41.84,62.37,71.79,28.37,Healthcare,Medical Devices
PODD,INSULET,2024,53.41,68.98,74.51,25.4,Healthcare,Medical Devices
POOL,POOL,2020,85.64,60.28,63.09,67.19,Industrials,Industrial Distribution
POOL,POOL,2021,64.09,61.65,69.34,75.08,Industrials,Industrial Distribution
POOL,POOL,2022,79.8,61.95,67.39,72.98,Industrials,Industrial Distribution
POOL,POOL,2023,57.6,49.43,61.49,76.19,Industrials,Industrial Distribution
POOL,POOL,2024,47.47,47.35,71.13,75.54,Industrials,Industrial Distribution
PPG,PPG INDUSTRIES,2020,80.9,84.5,77.62,77.35,Basic Materials,Specialty Chemicals
PPG,PPG INDUSTRIES,2021,77.61,82.41,70.96,75.65,Basic Materials,Specialty Chemicals
PPG,PPG INDUSTRIES,2022,82.22,79.13,66.87,80.25,Basic Materials,Specialty Chemicals
PPG,PPG INDUSTRIES,2023,89.84,81.68,66.22,81.3,Basic Materials,Specialty Chemicals
PPG,PPG INDUSTRIES,2024,91.5,80.2,59.33,78.67,Basic Materials,Specialty Chemicals
PPL,PPL,2020,54.22,53.67,64.08,0.0,Utilities,Utilities - Regulated Electric
PPL,PPL,2021,48.89,48.91,71.94,21.77,Utilities,Utilities - Regulated Electric
PPL,PPL,2022,58.62,62.79,72.44,23.72,Utilities,Utilities - Regulated Electric
PPL,PPL,2023,65.9,65.81,69.3,21.52,Utilities,Utilities - Regulated Electric
PPL,PPL,2024,71.49,62.54,68.58,19.72,Utilities,Utilities - Regulated Electric
PRU,PRUDENTIAL FINL.,2020,65.26,40.28,58.11,53.94,Financial Services,Insurance - Life
PRU,PRUDENTIAL FINL.,2021,56.88,44.48,75.25,40.84,Financial Services,Insurance - Life
PRU,PRUDENTIAL FINL.,2022,62.53,51.25,72.91,46.74,Financial Services,Insurance - Life
PRU,PRUDENTIAL FINL.,2023,62.12,63.1,65.22,50.47,Financial Services,Insurance - Life
PRU,PRUDENTIAL FINL.,2024,59.67,60.99,61.75,49.49,Financial Services,Insurance - Life
PSA,PUBLIC STORAGE,2020,43.26,45.39,65.09,,Real Estate,REIT - Industrial
PSA,PUBLIC STORAGE,2021,67.94,71.13,65.59,27.83,Real Estate,REIT - Industrial
PSA,PUBLIC STORAGE,2022,72.02,74.28,63.9,50.01,Real Estate,REIT - Industrial
PSA,PUBLIC STORAGE,2023,75.74,71.79,58.36,51.93,Real Estate,REIT - Industrial
PSA,PUBLIC STORAGE,2024,79.59,67.52,56.8,48.43,Real Estate,REIT - Industrial
PSKY,PARAMOUNT SKYDANCE B,2020,37.24,65.57,72.08,85.65,Communication Services,Entertainment
PSKY,PARAMOUNT SKYDANCE B,2021,45.59,67.53,70.01,90.4,Communication Services,Entertainment
PSKY,PARAMOUNT SKYDANCE B,2022,57.68,71.31,67.17,83.89,Communication Services,Entertainment
PSKY,PARAMOUNT SKYDANCE B,2023,48.09,70.58,65.48,84.19,Communication Services,Entertainment
PSKY,PARAMOUNT SKYDANCE B,2024,45.92,70.22,63.17,85.23,Communication Services,Entertainment
PSX,PHILLIPS 66,2020,94.28,48.89,62.0,47.09,Energy,Oil & Gas Refining & Marketing
PSX,PHILLIPS 66,2021,88.14,50.28,59.89,45.1,Energy,Oil & Gas Refining & Marketing
PSX,PHILLIPS 66,2022,76.38,54.81,80.89,43.53,Energy,Oil & Gas Refining & Marketing
PSX,PHILLIPS 66,2023,73.73,47.94,72.49,38.29,Energy,Oil & Gas Refining & Marketing
PSX,PHILLIPS 66,2024,72.4,45.32,75.74,36.03,Energy,Oil & Gas Refining & Marketing
PTC,PTC,2020,84.11,87.87,62.18,82.62,Technology,Software - Application
PTC,PTC,2021,85.59,84.56,58.83,79.73,Technology,Software - Application
PTC,PTC,2022,83.03,85.32,61.48,79.33,Technology,Software - Application
PTC,PTC,2023,95.29,84.26,64.52,64.97,Technology,Software - Application
PTC,PTC,2024,94.87,83.94,65.48,61.35,Technology,Software - Application
PWR,QUANTA SERVICES,2020,67.4,69.67,73.2,26.79,Industrials,Engineering & Construction
PWR,QUANTA SERVICES,2021,65.11,74.28,76.09,25.67,Industrials,Engineering & Construction
PWR,QUANTA SERVICES,2022,82.84,80.87,69.24,27.69,Industrials,Engineering & Construction
PWR,QUANTA SERVICES,2023,55.8,77.63,68.32,62.08,Industrials,Engineering & Construction
PWR,QUANTA SERVICES,2024,39.95,77.61,70.03,57.25,Industrials,Engineering & Construction
PYPL,PAYPAL HOLDINGS,2020,45.08,61.45,28.99,66.97,Financial Services,Credit Services
PYPL,PAYPAL HOLDINGS,2021,52.8,64.25,65.4,50.32,Financial Services,Credit Services
PYPL,PAYPAL HOLDINGS,2022,53.42,67.59,58.92,54.02,Financial Services,Credit Services
PYPL,PAYPAL HOLDINGS,2023,70.9,60.93,68.42,54.53,Financial Services,Credit Services
PYPL,PAYPAL HOLDINGS,2024,65.75,56.25,52.5,52.06,Financial Services,Credit Services
QCOM,QUALCOMM,2020,65.0,61.68,44.02,,Technology,Semiconductors
QCOM,QUALCOMM,2021,74.69,66.27,53.62,,Technology,Semiconductors
QCOM,QUALCOMM,2022,77.2,74.09,71.02,60.68,Technology,Semiconductors
QCOM,QUALCOMM,2023,73.86,79.02,40.65,74.24,Technology,Semiconductors
QCOM,QUALCOMM,2024,73.89,73.19,53.65,73.6,Technology,Semiconductors
RCL,ROYAL CARIBBEAN GROUP,2020,70.32,28.1,66.47,54.26,Consumer Cyclical,Travel Services
RCL,ROYAL CARIBBEAN GROUP,2021,73.04,28.41,65.44,66.09,Consumer Cyclical,Travel Services
RCL,ROYAL CARIBBEAN GROUP,2022,76.03,27.15,67.65,62.87,Consumer Cyclical,Travel Services
RCL,ROYAL CARIBBEAN GROUP,2023,78.3,36.92,64.23,63.11,Consumer Cyclical,Travel Services
RCL,ROYAL CARIBBEAN GROUP,2024,73.59,46.34,60.13,64.92,Consumer Cyclical,Travel Services
REG,REGENCY CENTERS,2020,91.07,71.98,84.4,0.0,Real Estate,REIT - Retail
REG,REGENCY CENTERS,2021,91.35,76.15,86.63,10.78,Real Estate,REIT - Retail
REG,REGENCY CENTERS,2022,91.44,74.09,85.39,38.32,Real Estate,REIT - Retail
REG,REGENCY CENTERS,2023,82.76,76.2,79.93,39.59,Real Estate,REIT - Retail
REG,REGENCY CENTERS,2024,74.68,74.89,79.54,40.46,Real Estate,REIT - Retail
REGN,REGENERON PHARMS.,2020,75.02,46.77,93.19,61.32,Healthcare,Biotechnology
REGN,REGENERON PHARMS.,2021,75.22,50.07,94.04,60.38,Healthcare,Biotechnology
REGN,REGENERON PHARMS.,2022,70.92,70.86,94.51,57.69,Healthcare,Biotechnology
REGN,REGENERON PHARMS.,2023,73.11,86.49,89.25,49.03,Healthcare,Biotechnology
REGN,REGENERON PHARMS.,2024,63.05,77.23,94.49,50.89,Healthcare,Biotechnology
RF,REGIONS FINL.NEW,2020,40.06,72.02,81.93,31.45,Financial Services,Banks - Regional
RF,REGIONS FINL.NEW,2021,17.36,73.94,73.82,28.81,Financial Services,Banks - Regional
RF,REGIONS FINL.NEW,2022,34.57,69.55,76.34,29.4,Financial Services,Banks - Regional
RF,REGIONS FINL.NEW,2023,29.47,77.56,77.61,25.75,Financial Services,Banks - Regional
RF,REGIONS FINL.NEW,2024,26.82,76.64,85.76,24.84,Financial Services,Banks - Regional
RJF,RAYMOND JAMES FINL.,2020,77.69,48.17,63.91,33.88,Financial Services,Asset Management
RJF,RAYMOND JAMES FINL.,2021,75.09,48.7,64.12,43.03,Financial Services,Asset Management
RJF,RAYMOND JAMES FINL.,2022,77.69,71.48,63.9,62.28,Financial Services,Asset Management
RJF,RAYMOND JAMES FINL.,2023,73.75,82.86,63.75,45.07,Financial Services,Asset Management
RJF,RAYMOND JAMES FINL.,2024,67.32,69.54,63.34,50.86,Financial Services,Asset Management
RL,RALPH LAUREN CL.A,2020,49.24,59.08,38.54,0.0,Consumer Cyclical,Apparel Manufacturing
RL,RALPH LAUREN CL.A,2021,48.54,64.28,36.46,0.0,Consumer Cyclical,Apparel Manufacturing
RL,RALPH LAUREN CL.A,2022,59.74,61.97,35.04,0.0,Consumer Cyclical,Apparel Manufacturing
RL,RALPH LAUREN CL.A,2023,51.75,60.23,31.82,0.0,Consumer Cyclical,Apparel Manufacturing
RL,RALPH LAUREN CL.A,2024,77.51,57.79,29.15,,Consumer Cyclical,Apparel Manufacturing
RMD,RESMED,2020,85.56,15.69,80.07,71.74,Healthcare,Medical Instruments & Supplies
RMD,RESMED,2021,83.2,38.47,81.23,68.47,Healthcare,Medical Instruments & Supplies
RMD,RESMED,2022,79.02,38.3,74.76,58.42,Healthcare,Medical Instruments & Supplies
RMD,RESMED,2023,79.96,39.18,72.51,36.75,Healthcare,Medical Instruments & Supplies
RMD,RESMED,2024,77.25,38.12,72.78,36.94,Healthcare,Medical Instruments & Supplies
ROK,ROCKWELL AUTOMATION,2020,67.21,63.22,68.9,66.6,Industrials,Specialty Industrial Machinery
ROK,ROCKWELL AUTOMATION,2021,71.1,65.13,71.33,72.13,Industrials,Specialty Industrial Machinery
ROK,ROCKWELL AUTOMATION,2022,71.97,62.09,76.94,70.18,Industrials,Specialty Industrial Machinery
ROK,ROCKWELL AUTOMATION,2023,75.1,62.9,78.28,61.58,Industrials,Specialty Industrial Machinery
ROK,ROCKWELL AUTOMATION,2024,70.2,68.95,82.45,64.28,Industrials,Specialty Industrial Machinery
ROL,ROLLINS,2020,71.21,80.71,57.54,54.44,Consumer Cyclical,Personal Services
ROL,ROLLINS,2021,68.53,78.25,65.28,45.61,Consumer Cyclical,Personal Services
ROL,ROLLINS,2022,72.65,83.82,59.0,66.66,Consumer Cyclical,Personal Services
ROL,ROLLINS,2023,76.24,82.71,64.67,69.66,Consumer Cyclical,Personal Services
ROL,ROLLINS,2024,70.99,80.21,52.23,47.14,Consumer Cyclical,Personal Services
ROP,ROPER TECHNOLOGIES,2020,76.92,37.9,69.77,35.53,Technology,Software - Application
ROP,ROPER TECHNOLOGIES,2021,57.21,41.94,73.09,38.91,Technology,Software - Application
ROP,ROPER TECHNOLOGIES,2022,66.77,57.54,71.59,41.52,Technology,Software - Application
ROP,ROPER TECHNOLOGIES,2023,73.36,56.08,69.28,40.78,Technology,Software - Application
ROP,ROPER TECHNOLOGIES,2024,66.7,53.32,68.46,37.33,Technology,Software - Application
ROST,ROSS STORES,2020,85.5,51.34,38.37,57.6,Consumer Cyclical,Apparel Retail
ROST,ROSS STORES,2021,80.51,67.97,41.84,57.09,Consumer Cyclical,Apparel Retail
ROST,ROSS STORES,2022,76.6,71.8,43.58,64.95,Consumer Cyclical,Apparel Retail
ROST,ROSS STORES,2023,73.81,65.62,46.16,62.04,Consumer Cyclical,Apparel Retail
ROST,ROSS STORES,2024,70.83,67.31,31.4,53.83,Consumer Cyclical,Apparel Retail
RSG,REPUBLIC SVS.'A',2020,80.07,92.45,78.89,58.23,Industrials,Waste Management
RSG,REPUBLIC SVS.'A',2021,66.63,93.57,74.31,55.63,Industrials,Waste Management
RSG,REPUBLIC SVS.'A',2022,58.94,93.45,74.1,56.11,Industrials,Waste Management
RSG,REPUBLIC SVS.'A',2023,60.51,93.36,72.72,55.41,Industrials,Waste Management
RSG,REPUBLIC SVS.'A',2024,65.73,85.88,73.66,33.14,Industrials,Waste Management
RTX,RTX,2020,68.91,51.59,55.64,69.79,Industrials,Aerospace & Defense
RTX,RTX,2021,70.16,55.44,79.13,64.6,Industrials,Aerospace & Defense
RTX,RTX,2022,74.78,59.02,81.41,72.31,Industrials,Aerospace & Defense
RTX,RTX,2023,82.41,62.02,75.89,69.43,Industrials,Aerospace & Defense
RTX,RTX,2024,81.4,62.75,81.61,66.3,Industrials,Aerospace & Defense
RVTY,REVVITY,2020,24.56,73.38,67.39,70.53,Healthcare,Diagnostics & Research
RVTY,REVVITY,2021,33.39,70.22,69.03,73.59,Healthcare,Diagnostics & Research
RVTY,REVVITY,2022,44.31,75.84,60.25,74.52,Healthcare,Diagnostics & Research
RVTY,REVVITY,2023,46.7,88.29,52.41,70.0,Healthcare,Diagnostics & Research
RVTY,REVVITY,2024,44.49,90.94,48.97,75.95,Healthcare,Diagnostics & Research
SBAC,SBA COMMS.,2020,52.7,70.2,27.36,87.18,Real Estate,REIT - Specialty
SBAC,SBA COMMS.,2021,52.26,73.89,35.07,92.17,Real Estate,REIT - Specialty
SBAC,SBA COMMS.,2022,56.46,71.16,38.42,81.7,Real Estate,REIT - Specialty
SBAC,SBA COMMS.,2023,58.56,64.94,37.38,93.42,Real Estate,REIT - Specialty
SBAC,SBA COMMS.,2024,57.47,62.05,38.54,94.41,Real Estate,REIT - Specialty
SBUX,STARBUCKS,2020,36.52,60.63,72.63,21.01,Consumer Cyclical,Restaurants
SBUX,STARBUCKS,2021,45.35,80.08,73.26,16.08,Consumer Cyclical,Restaurants
SBUX,STARBUCKS,2022,47.8,82.64,69.24,15.91,Consumer Cyclical,Restaurants
SBUX,STARBUCKS,2023,57.89,83.02,71.77,20.22,Consumer Cyclical,Restaurants
SBUX,STARBUCKS,2024,55.52,80.76,72.02,18.99,Consumer Cyclical,Restaurants
SCHW,CHARLES SCHWAB,2020,66.32,12.72,40.59,67.85,Financial Services,Capital Markets
SCHW,CHARLES SCHWAB,2021,64.83,26.33,41.35,54.33,Financial Services,Capital Markets
SCHW,CHARLES SCHWAB,2022,76.96,52.74,36.54,70.14,Financial Services,Capital Markets
SCHW,CHARLES SCHWAB,2023,66.7,50.49,38.85,61.8,Financial Services,Capital Markets
SCHW,CHARLES SCHWAB,2024,63.66,47.34,35.03,71.71,Financial Services,Capital Markets
SHW,SHERWIN-WILLIAMS,2020,89.78,80.52,86.01,11.22,Basic Materials,Specialty Chemicals
SHW,SHERWIN-WILLIAMS,2021,86.68,79.52,86.05,25.7,Basic Materials,Specialty Chemicals
SHW,SHERWIN-WILLIAMS,2022,78.52,78.34,90.81,36.41,Basic Materials,Specialty Chemicals
SHW,SHERWIN-WILLIAMS,2023,82.45,70.57,87.82,43.91,Basic Materials,Specialty Chemicals
SHW,SHERWIN-WILLIAMS,2024,60.37,65.61,73.42,45.5,Basic Materials,Specialty Chemicals
SJM,J M SMUCKER,2020,52.67,46.61,79.38,66.29,Consumer Defensive,Packaged Foods
SJM,J M SMUCKER,2021,50.8,49.17,73.49,79.15,Consumer Defensive,Packaged Foods
SJM,J M SMUCKER,2022,60.8,47.58,79.9,73.35,Consumer Defensive,Packaged Foods
SJM,J M SMUCKER,2023,59.04,47.48,68.86,66.52,Consumer Defensive,Packaged Foods
SJM,J M SMUCKER,2024,54.43,43.66,71.59,63.76,Consumer Defensive,Packaged Foods
SLB,SLB,2020,52.23,65.76,17.99,64.97,Energy,Oil & Gas Equipment & Services
SLB,SLB,2021,47.42,51.37,18.18,64.82,Energy,Oil & Gas Equipment & Services
SLB,SLB,2022,54.81,66.63,18.3,73.98,Energy,Oil & Gas Equipment & Services
SLB,SLB,2023,46.67,29.41,17.91,70.69,Energy,Oil & Gas Equipment & Services
SLB,SLB,2024,44.75,30.32,18.46,73.13,Energy,Oil & Gas Equipment & Services
SMCI,SUPER MICRO COMPUTER,2020,20.1,38.19,71.71,72.45,Technology,Computer Hardware
SMCI,SUPER MICRO COMPUTER,2021,18.45,38.62,63.35,82.56,Technology,Computer Hardware
SMCI,SUPER MICRO COMPUTER,2022,22.84,44.8,65.3,82.14,Technology,Computer Hardware
SMCI,SUPER MICRO COMPUTER,2023,21.17,44.92,62.6,82.03,Technology,Computer Hardware
SMCI,SUPER MICRO COMPUTER,2024,19.76,41.93,57.62,80.15,Technology,Computer Hardware
SNA,SNAP-ON,2020,62.41,61.53,69.19,16.21,Industrials,Tools & Accessories
SNA,SNAP-ON,2021,71.08,60.04,71.25,23.38,Industrials,Tools & Accessories
SNA,SNAP-ON,2022,88.17,59.27,70.57,23.62,Industrials,Tools & Accessories
SNA,SNAP-ON,2023,87.8,56.98,65.19,23.33,Industrials,Tools & Accessories
SNA,SNAP-ON,2024,79.1,54.94,62.27,24.92,Industrials,Tools & Accessories
SNPS,SYNOPSYS,2020,94.38,70.56,72.23,,Technology,Software - Infrastructure
SNPS,SYNOPSYS,2021,94.65,71.84,76.83,46.38,Technology,Software - Infrastructure
SNPS,SYNOPSYS,2022,92.85,68.83,77.38,57.62,Technology,Software - Infrastructure
SNPS,SYNOPSYS,2023,90.42,70.81,76.74,66.43,Technology,Software - Infrastructure
SNPS,SYNOPSYS,2024,87.94,67.51,80.63,72.08,Technology,Software - Infrastructure
SO,SOUTHERN,2020,82.59,20.03,84.17,,Utilities,Utilities - Regulated Electric
SO,SOUTHERN,2021,82.71,30.59,84.44,,Utilities,Utilities - Regulated Electric
SO,SOUTHERN,2022,80.14,39.1,80.87,15.06,Utilities,Utilities - Regulated Electric
SO,SOUTHERN,2023,67.52,72.11,73.23,12.69,Utilities,Utilities - Regulated Electric
SO,SOUTHERN,2024,71.07,67.63,69.3,36.61,Utilities,Utilities - Regulated Electric
SPG,SIMON PROPERTY GROUP,2020,94.07,76.38,91.39,37.74,Real Estate,REIT - Retail
SPG,SIMON PROPERTY GROUP,2021,93.57,77.27,92.5,34.49,Real Estate,REIT - Retail
SPG,SIMON PROPERTY GROUP,2022,93.5,72.7,92.03,39.33,Real Estate,REIT - Retail
SPG,SIMON PROPERTY GROUP,2023,88.95,49.25,92.05,47.49,Real Estate,REIT - Retail
SPG,SIMON PROPERTY GROUP,2024,91.75,55.64,92.03,50.94,Real Estate,REIT - Retail
SPGI,S&P GLOBAL,2020,49.12,61.92,41.63,20.93,Financial Services,Financial Data & Stock Exchanges
SPGI,S&P GLOBAL,2021,71.12,57.84,58.1,23.41,Financial Services,Financial Data & Stock Exchanges
SPGI,S&P GLOBAL,2022,72.38,60.24,58.49,24.51,Financial Services,Financial Data & Stock Exchanges
SPGI,S&P GLOBAL,2023,72.51,59.99,60.74,17.91,Financial Services,Financial Data & Stock Exchanges
SPGI,S&P GLOBAL,2024,79.41,55.92,60.48,14.63,Financial Services,Financial Data & Stock Exchanges
SRE,SEMPRA,2020,75.15,85.53,69.74,64.75,Utilities,Utilities - Diversified
SRE,SEMPRA,2021,68.48,83.38,76.55,73.25,Utilities,Utilities - Diversified
SRE,SEMPRA,2022,70.05,80.75,72.5,80.56,Utilities,Utilities - Diversified
SRE,SEMPRA,2023,66.68,79.99,69.31,79.85,Utilities,Utilities - Diversified
SRE,SEMPRA,2024,68.49,80.57,67.22,88.03,Utilities,Utilities - Diversified
STE,STERIS,2020,50.28,48.36,84.14,72.42,Healthcare,Medical Devices
STE,STERIS,2021,52.78,38.82,87.09,65.68,Healthcare,Medical Devices
STE,STERIS,2022,43.46,46.15,89.38,76.9,Healthcare,Medical Devices
STE,STERIS,2023,51.08,59.52,88.0,81.47,Healthcare,Medical Devices
STE,STERIS,2024,63.51,56.64,87.63,81.11,Healthcare,Medical Devices
STLD,STEEL DYNAMICS,2020,0.0,59.33,66.86,50.76,Basic Materials,Steel
STLD,STEEL DYNAMICS,2021,0.13,68.7,69.9,53.75,Basic Materials,Steel
STLD,STEEL DYNAMICS,2022,10.37,73.8,59.9,63.49,Basic Materials,Steel
STLD,STEEL DYNAMICS,2023,15.26,72.99,75.23,61.11,Basic Materials,Steel
STLD,STEEL DYNAMICS,2024,17.64,70.81,78.87,60.1,Basic Materials,Steel
STT,STATE STREET,2020,34.14,29.26,97.21,6.63,Financial Services,Asset Management
STT,STATE STREET,2021,48.08,76.32,96.39,15.96,Financial Services,Asset Management
STT,STATE STREET,2022,52.26,75.29,88.97,23.67,Financial Services,Asset Management
STT,STATE STREET,2023,59.08,70.72,85.71,16.61,Financial Services,Asset Management
STT,STATE STREET,2024,59.85,68.49,84.91,15.35,Financial Services,Asset Management
STX,SEAGATE TECHNOLOGY HOLDINGS,2020,43.43,69.71,61.15,94.89,Technology,Computer Hardware
STX,SEAGATE TECHNOLOGY HOLDINGS,2021,47.4,77.94,73.3,94.77,Technology,Computer Hardware
STX,SEAGATE TECHNOLOGY HOLDINGS,2022,45.3,78.97,48.27,94.58,Technology,Computer Hardware
STX,SEAGATE TECHNOLOGY HOLDINGS,2023,40.09,77.83,49.09,93.22,Technology,Computer Hardware
STX,SEAGATE TECHNOLOGY HOLDINGS,2024,38.57,77.73,66.31,91.89,Technology,Computer Hardware
STZ,CONSTELLATION BRANDS 'A',2020,36.27,52.03,89.48,53.63,Consumer Defensive,Beverages - Brewers
STZ,CONSTELLATION BRANDS 'A',2021,33.31,53.22,79.05,56.1,Consumer Defensive,Beverages - Brewers
STZ,CONSTELLATION BRANDS 'A',2022,33.43,54.99,82.35,62.13,Consumer Defensive,Beverages - Brewers
STZ,CONSTELLATION BRANDS 'A',2023,33.2,53.24,82.68,56.47,Consumer Defensive,Beverages - Brewers
STZ,CONSTELLATION BRANDS 'A',2024,34.79,51.42,85.9,52.1,Consumer Defensive,Beverages - Brewers
SW,SMURFIT WESTROCK,2020,64.74,12.12,93.66,79.1,Consumer Cyclical,Packaging & Containers
SW,SMURFIT WESTROCK,2021,69.47,13.81,92.4,75.45,Consumer Cyclical,Packaging & Containers
SW,SMURFIT WESTROCK,2022,66.68,20.97,91.69,71.77,Consumer Cyclical,Packaging & Containers
SW,SMURFIT WESTROCK,2023,70.46,22.03,91.18,65.94,Consumer Cyclical,Packaging & Containers
SW,SMURFIT WESTROCK,2024,74.52,22.27,71.36,89.62,Consumer Cyclical,Packaging & Containers
SWK,STANLEY BLACK & DECKER,2020,44.9,65.88,52.89,76.64,Industrials,Tools & Accessories
SWK,STANLEY BLACK & DECKER,2021,49.08,66.9,42.82,78.29,Industrials,Tools & Accessories
SWK,STANLEY BLACK & DECKER,2022,60.92,40.8,56.71,82.28,Industrials,Tools & Accessories
SWK,STANLEY BLACK & DECKER,2023,63.35,30.17,59.92,82.91,Industrials,Tools & Accessories
SWK,STANLEY BLACK & DECKER,2024,62.24,63.51,57.37,81.2,Industrials,Tools & Accessories
SWKS,SKYWORKS SOLUTIONS,2020,57.8,23.02,88.11,39.35,Technology,Semiconductors
SWKS,SKYWORKS SOLUTIONS,2021,65.26,21.47,89.1,49.42,Technology,Semiconductors
SWKS,SKYWORKS SOLUTIONS,2022,63.61,23.73,85.36,48.55,Technology,Semiconductors
SWKS,SKYWORKS SOLUTIONS,2023,61.65,20.81,87.45,52.93,Technology,Semiconductors
SWKS,SKYWORKS SOLUTIONS,2024,62.0,18.15,83.23,50.36,Technology,Semiconductors
SYF,SYNCHRONY FINANCIAL,2020,77.12,60.17,53.12,75.79,Financial Services,Credit Services
SYF,SYNCHRONY FINANCIAL,2021,75.48,59.65,83.06,74.0,Financial Services,Credit Services
SYF,SYNCHRONY FINANCIAL,2022,73.94,56.88,80.94,73.4,Financial Services,Credit Services
SYF,SYNCHRONY FINANCIAL,2023,70.26,51.53,75.26,72.05,Financial Services,Credit Services
SYF,SYNCHRONY FINANCIAL,2024,67.98,43.59,72.06,71.91,Financial Services,Credit Services
SYK,STRYKER,2020,92.31,82.88,81.61,,Healthcare,Medical Devices
SYK,STRYKER,2021,92.48,85.24,80.87,22.31,Healthcare,Medical Devices
SYK,STRYKER,2022,92.33,87.85,78.78,55.53,Healthcare,Medical Devices
SYK,STRYKER,2023,88.6,88.6,79.43,40.73,Healthcare,Medical Devices
SYK,STRYKER,2024,88.15,87.6,78.95,20.94,Healthcare,Medical Devices
SYY,SYSCO,2020,94.29,74.25,56.47,,Consumer Defensive,Food Distribution
SYY,SYSCO,2021,93.07,81.33,48.44,,Consumer Defensive,Food Distribution
SYY,SYSCO,2022,93.99,70.02,57.93,,Consumer Defensive,Food Distribution
SYY,SYSCO,2023,89.87,87.66,50.23,,Consumer Defensive,Food Distribution
SYY,SYSCO,2024,88.7,82.08,47.23,49.07,Consumer Defensive,Food Distribution
T,AT&T,2020,78.5,34.72,94.47,,Communication Services,Telecom Services
T,AT&T,2021,77.67,65.84,94.07,,Communication Services,Telecom Services
T,AT&T,2022,72.29,64.44,92.39,39.24,Communication Services,Telecom Services
T,AT&T,2023,49.48,58.96,91.96,32.9,Communication Services,Telecom Services
T,AT&T,2024,54.1,59.86,91.62,38.06,Communication Services,Telecom Services
TAP,MOLSON COORS BEVERAGE COMPANY B,2020,70.38,69.66,85.5,66.22,Consumer Defensive,Beverages - Brewers
TAP,MOLSON COORS BEVERAGE COMPANY B,2021,69.71,66.99,86.29,72.3,Consumer Defensive,Beverages - Brewers
TAP,MOLSON COORS BEVERAGE COMPANY B,2022,68.14,58.83,86.83,67.9,Consumer Defensive,Beverages - Brewers
TAP,MOLSON COORS BEVERAGE COMPANY B,2023,71.18,56.75,83.8,53.29,Consumer Defensive,Beverages - Brewers
TAP,MOLSON COORS BEVERAGE COMPANY B,2024,72.64,58.57,80.33,58.05,Consumer Defensive,Beverages - Brewers
TDG,TRANSDIGM GROUP,2020,87.9,64.24,72.57,86.19,Industrials,Aerospace & Defense
TDG,TRANSDIGM GROUP,2021,77.35,60.99,74.82,89.06,Industrials,Aerospace & Defense
TDG,TRANSDIGM GROUP,2022,78.32,61.41,73.95,90.88,Industrials,Aerospace & Defense
TDG,TRANSDIGM GROUP,2023,75.81,54.1,69.83,86.98,Industrials,Aerospace & Defense
TDG,TRANSDIGM GROUP,2024,76.1,39.33,67.86,80.67,Industrials,Aerospace & Defense
TDY,TELEDYNE TECHS.,2020,36.51,78.28,77.32,69.72,Technology,Scientific & Technical Instruments
