ticker,name,year,esg,e,s,g,sector,industry
FAST,FASTENAL,2023,83.6,64.74,60.97,54.24,Industrials,Industrial Distribution
FAST,FASTENAL,2024,82.51,64.88,34.2,49.32,Industrials,Industrial Distribution
FCX,FREEPORT-MCMORAN,2020,23.89,83.99,0.26,47.16,Basic Materials,Copper
FCX,FREEPORT-MCMORAN,2021,21.56,85.26,16.71,53.0,Basic Materials,Copper
FCX,FREEPORT-MCMORAN,2022,23.93,86.47,32.79,54.39,Basic Materials,Copper
FCX,FREEPORT-MCMORAN,2023,20.33,74.77,33.22,56.32,Basic Materials,Copper
FCX,FREEPORT-MCMORAN,2024,15.63,50.75,35.21,51.65,Basic Materials,Copper
FDS,FACTSET RESEARCH SYS.,2020,72.88,75.69,88.07,56.56,Financial Services,Financial Data & Stock Exchanges
FDS,FACTSET RESEARCH SYS.,2021,73.6,58.84,82.82,66.32,Financial Services,Financial Data & Stock Exchanges
FDS,FACTSET RESEARCH SYS.,2022,74.11,57.88,83.17,70.05,Financial Services,Financial Data & Stock Exchanges
FDS,FACTSET RESEARCH SYS.,2023,69.49,52.49,75.7,56.09,Financial Services,Financial Data & Stock Exchanges
FDS,FACTSET RESEARCH SYS.,2024,69.65,59.27,74.84,56.64,Financial Services,Financial Data & Stock Exchanges
FDX,FEDEX,2020,88.0,64.64,79.05,59.74,Industrials,Integrated Freight & Logistics
FDX,FEDEX,2021,78.04,63.09,87.02,62.3,Industrials,Integrated Freight & Logistics
FDX,FEDEX,2022,75.33,62.88,84.15,75.12,Industrials,Integrated Freight & Logistics
FDX,FEDEX,2023,77.84,54.77,83.67,71.54,Industrials,Integrated Freight & Logistics
FDX,FEDEX,2024,85.06,54.67,83.46,71.18,Industrials,Integrated Freight & Logistics
FE,FIRSTENERGY,2020,72.4,74.65,93.9,78.61,Utilities,Utilities - Regulated Electric
FE,FIRSTENERGY,2021,74.16,76.84,91.64,78.2,Utilities,Utilities - Regulated Electric
FE,FIRSTENERGY,2022,75.08,70.66,95.83,78.14,Utilities,Utilities - Regulated Electric
FE,FIRSTENERGY,2023,71.46,69.43,92.57,72.83,Utilities,Utilities - Regulated Electric
FE,FIRSTENERGY,2024,70.55,73.29,93.49,69.59,Utilities,Utilities - Regulated Electric
FFIV,F5,2020,74.15,66.73,67.7,84.48,Technology,Software - Infrastructure
FFIV,F5,2021,74.09,74.44,77.26,83.85,Technology,Software - Infrastructure
FFIV,F5,2022,74.08,71.19,68.04,91.13,Technology,Software - Infrastructure
FFIV,F5,2023,72.39,79.32,62.83,75.7,Technology,Software - Infrastructure
FFIV,F5,2024,72.17,78.39,75.68,73.97,Technology,Software - Infrastructure
FICO,FAIR ISAAC,2020,75.57,72.86,84.44,49.89,Technology,Software - Application
FICO,FAIR ISAAC,2021,72.75,73.11,87.68,78.7,Technology,Software - Application
FICO,FAIR ISAAC,2022,73.5,72.38,87.53,84.86,Technology,Software - Application
FICO,FAIR ISAAC,2023,71.57,73.33,87.4,59.24,Technology,Software - Application
FICO,FAIR ISAAC,2024,69.22,69.3,87.51,65.58,Technology,Software - Application
FIS,FIDELITY NAT.INFO.SVS.,2020,65.26,88.92,41.41,67.27,Technology,Information Technology Services
FIS,FIDELITY NAT.INFO.SVS.,2021,62.43,80.36,44.16,68.73,Technology,Information Technology Services
FIS,FIDELITY NAT.INFO.SVS.,2022,64.26,75.05,42.28,77.63,Technology,Information Technology Services
FIS,FIDELITY NAT.INFO.SVS.,2023,70.39,71.93,42.05,75.38,Technology,Information Technology Services
FIS,FIDELITY NAT.INFO.SVS.,2024,59.09,70.22,41.02,71.08,Technology,Information Technology Services
FISV,FISERV,2020,23.81,76.87,26.18,21.15,,
FISV,FISERV,2021,22.94,78.32,47.97,38.56,,
FISV,FISERV,2022,18.8,61.97,58.93,46.98,,
FISV,FISERV,2023,26.81,61.85,58.16,45.09,,
FISV,FISERV,2024,26.39,63.68,51.83,45.26,,
FITB,FIFTH THIRD BANCORP,2020,81.76,40.59,78.81,47.3,Financial Services,Banks - Regional
FITB,FIFTH THIRD BANCORP,2021,81.49,53.18,85.86,65.53,Financial Services,Banks - Regional
FITB,FIFTH THIRD BANCORP,2022,82.79,84.0,84.42,66.76,Financial Services,Banks - Regional
FITB,FIFTH THIRD BANCORP,2023,81.59,82.87,81.01,72.61,Financial Services,Banks - Regional
FITB,FIFTH THIRD BANCORP,2024,75.51,82.22,79.43,72.74,Financial Services,Banks - Regional
FOXA,FOX A,2020,67.34,83.33,30.68,84.62,Communication Services,Entertainment
FOXA,FOX B,2020,78.85,80.9,32.67,72.18,Communication Services,Entertainment
FOXA,FOX A,2021,50.27,81.19,31.31,86.0,Communication Services,Entertainment
FOXA,FOX B,2021,82.17,80.75,36.42,77.45,Communication Services,Entertainment
FOXA,FOX A,2022,78.62,76.09,34.45,83.52,Communication Services,Entertainment
FOXA,FOX B,2022,81.46,82.33,33.97,75.15,Communication Services,Entertainment
FOXA,FOX A,2023,73.21,76.02,37.7,81.0,Communication Services,Entertainment
FOXA,FOX B,2023,85.65,80.79,32.32,71.88,Communication Services,Entertainment
FOXA,FOX A,2024,61.75,75.95,36.97,79.59,Communication Services,Entertainment
FOXA,FOX B,2024,90.69,83.52,31.28,74.67,Communication Services,Entertainment
FRT,FEDERAL REALTY INV.TST.,2020,80.58,67.46,69.75,76.42,Real Estate,REIT - Retail
FRT,FEDERAL REALTY INV.TST.,2021,74.37,52.16,73.54,76.69,Real Estate,REIT - Retail
FRT,FEDERAL REALTY INV.TST.,2022,72.98,60.74,76.99,76.89,Real Estate,REIT - Retail
FRT,FEDERAL REALTY INV.TST.,2023,58.74,71.44,80.35,76.57,Real Estate,REIT - Retail
FRT,FEDERAL REALTY INV.TST.,2024,58.1,69.17,80.33,76.11,Real Estate,REIT - Retail
FSLR,FIRST SOLAR,2020,56.79,81.06,64.19,91.1,Technology,Solar
FSLR,FIRST SOLAR,2021,72.7,77.95,63.73,95.69,Technology,Solar
FSLR,FIRST SOLAR,2022,70.45,76.04,65.94,98.29,Technology,Solar
FSLR,FIRST SOLAR,2023,72.08,66.38,59.3,95.84,Technology,Solar
FSLR,FIRST SOLAR,2024,64.27,62.63,60.02,87.48,Technology,Solar
FTNT,FORTINET,2020,79.78,58.88,27.24,57.85,Technology,Software - Infrastructure
FTNT,FORTINET,2021,78.59,71.11,21.61,59.09,Technology,Software - Infrastructure
FTNT,FORTINET,2022,80.57,67.77,20.61,56.47,Technology,Software - Infrastructure
FTNT,FORTINET,2023,73.41,57.46,20.65,53.16,Technology,Software - Infrastructure
FTNT,FORTINET,2024,71.45,60.54,20.48,51.36,Technology,Software - Infrastructure
FTV,FORTIVE,2020,35.18,85.27,61.2,56.63,Technology,Scientific & Technical Instruments
FTV,FORTIVE,2021,55.7,86.79,70.37,56.22,Technology,Scientific & Technical Instruments
FTV,FORTIVE,2022,62.11,85.57,71.25,55.9,Technology,Scientific & Technical Instruments
FTV,FORTIVE,2023,60.78,79.3,69.33,54.2,Technology,Scientific & Technical Instruments
FTV,FORTIVE,2024,58.63,77.85,65.56,54.2,Technology,Scientific & Technical Instruments
GD,GENERAL DYNAMICS,2020,75.96,44.07,72.15,44.64,Industrials,Aerospace & Defense
GD,GENERAL DYNAMICS,2021,84.37,45.05,68.08,51.42,Industrials,Aerospace & Defense
GD,GENERAL DYNAMICS,2022,79.66,44.07,74.98,47.25,Industrials,Aerospace & Defense
GD,GENERAL DYNAMICS,2023,83.76,41.53,67.11,45.82,Industrials,Aerospace & Defense
GD,GENERAL DYNAMICS,2024,78.53,67.6,70.79,47.38,Industrials,Aerospace & Defense
GDDY,GODADDY CL.A,2020,67.75,58.29,83.15,49.51,Technology,Software - Infrastructure
GDDY,GODADDY CL.A,2021,72.51,60.27,81.47,61.21,Technology,Software - Infrastructure
GDDY,GODADDY CL.A,2022,83.89,74.45,85.64,49.54,Technology,Software - Infrastructure
GDDY,GODADDY CL.A,2023,82.08,76.72,86.99,50.31,Technology,Software - Infrastructure
GDDY,GODADDY CL.A,2024,82.2,74.59,76.87,50.27,Technology,Software - Infrastructure
GE,GE AEROSPACE,2020,47.17,66.71,60.55,51.68,Industrials,Aerospace & Defense
GE,GE AEROSPACE,2021,47.54,69.84,70.41,45.26,Industrials,Aerospace & Defense
GE,GE AEROSPACE,2022,52.25,57.62,70.81,48.1,Industrials,Aerospace & Defense
GE,GE AEROSPACE,2023,53.71,59.51,67.2,44.29,Industrials,Aerospace & Defense
GE,GE AEROSPACE,2024,52.31,64.36,63.89,39.89,Industrials,Aerospace & Defense
GEHC,GE HEALTHCARE TECHNOLOGIES,2020,70.61,69.54,73.81,47.55,Healthcare,Health Information Services
GEHC,GE HEALTHCARE TECHNOLOGIES,2021,70.36,81.53,57.7,49.0,Healthcare,Health Information Services
GEHC,GE HEALTHCARE TECHNOLOGIES,2022,66.87,89.47,54.58,74.48,Healthcare,Health Information Services
GEHC,GE HEALTHCARE TECHNOLOGIES,2023,69.72,87.16,57.93,71.11,Healthcare,Health Information Services
GEHC,GE HEALTHCARE TECHNOLOGIES,2024,73.2,85.58,61.43,68.52,Healthcare,Health Information Services
GEN,GEN DIGITAL,2020,36.41,77.69,37.35,65.76,Technology,Software - Infrastructure
GEN,GEN DIGITAL,2021,38.05,77.41,35.48,58.84,Technology,Software - Infrastructure
GEN,GEN DIGITAL,2022,44.69,77.74,42.02,49.35,Technology,Software - Infrastructure
GEN,GEN DIGITAL,2023,40.5,77.66,50.03,55.92,Technology,Software - Infrastructure
GEN,GEN DIGITAL,2024,35.52,77.11,49.35,55.12,Technology,Software - Infrastructure
GILD,GILEAD SCIENCES,2020,74.19,34.44,71.49,11.54,Healthcare,Drug Manufacturers - General
GILD,GILEAD SCIENCES,2021,82.03,35.4,64.83,11.77,Healthcare,Drug Manufacturers - General
GILD,GILEAD SCIENCES,2022,85.21,42.45,79.79,11.76,Healthcare,Drug Manufacturers - General
GILD,GILEAD SCIENCES,2023,83.78,47.55,72.46,16.64,Healthcare,Drug Manufacturers - General
GILD,GILEAD SCIENCES,2024,86.08,46.13,69.28,14.98,Healthcare,Drug Manufacturers - General
GIS,GENERAL MILLS,2020,76.47,43.87,70.99,78.87,Consumer Defensive,Packaged Foods
GIS,GENERAL MILLS,2021,77.08,60.88,64.29,78.36,Consumer Defensive,Packaged Foods
GIS,GENERAL MILLS,2022,75.06,64.34,67.57,77.6,Consumer Defensive,Packaged Foods
GIS,GENERAL MILLS,2023,72.89,61.44,52.86,72.58,Consumer Defensive,Packaged Foods
GIS,GENERAL MILLS,2024,71.45,62.46,60.6,70.73,Consumer Defensive,Packaged Foods
GL,GLOBE LIFE,2020,83.34,68.91,65.21,82.74,Financial Services,Insurance - Life
GL,GLOBE LIFE,2021,80.95,68.45,71.63,86.74,Financial Services,Insurance - Life
GL,GLOBE LIFE,2022,84.01,74.4,69.43,79.69,Financial Services,Insurance - Life
GL,GLOBE LIFE,2023,85.01,70.48,74.35,85.44,Financial Services,Insurance - Life
GL,GLOBE LIFE,2024,88.37,70.19,71.85,75.63,Financial Services,Insurance - Life
GLW,CORNING,2020,77.16,61.1,82.71,85.79,Technology,Electronic Components
GLW,CORNING,2021,82.21,52.64,83.51,95.81,Technology,Electronic Components
GLW,CORNING,2022,77.44,39.54,78.52,90.62,Technology,Electronic Components
GLW,CORNING,2023,74.65,44.95,74.68,93.86,Technology,Electronic Components
GLW,CORNING,2024,70.96,42.27,73.96,92.53,Technology,Electronic Components
GM,GENERAL MOTORS,2020,56.95,81.93,82.79,42.22,Consumer Cyclical,Auto Manufacturers
GM,GENERAL MOTORS,2021,73.91,81.58,80.54,38.55,Consumer Cyclical,Auto Manufacturers
GM,GENERAL MOTORS,2022,71.48,82.39,78.12,43.25,Consumer Cyclical,Auto Manufacturers
GM,GENERAL MOTORS,2023,69.45,89.98,77.5,39.43,Consumer Cyclical,Auto Manufacturers
GM,GENERAL MOTORS,2024,66.47,89.04,74.71,34.27,Consumer Cyclical,Auto Manufacturers
GNRC,GENERAC HOLDINGS,2020,84.93,73.0,67.55,81.03,Industrials,Specialty Industrial Machinery
GNRC,GENERAC HOLDINGS,2021,74.78,77.41,66.35,81.83,Industrials,Specialty Industrial Machinery
GNRC,GENERAC HOLDINGS,2022,75.85,76.84,64.94,87.33,Industrials,Specialty Industrial Machinery
GNRC,GENERAC HOLDINGS,2023,65.23,74.99,63.38,84.78,Industrials,Specialty Industrial Machinery
GNRC,GENERAC HOLDINGS,2024,65.18,73.1,62.68,82.58,Industrials,Specialty Industrial Machinery
GOOGL,ALPHABET 'A',2020,39.63,52.56,22.03,58.55,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'C',2020,93.45,59.14,24.02,37.65,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'A',2021,54.51,84.12,36.77,60.34,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'C',2021,86.81,64.28,21.83,41.35,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'A',2022,56.83,92.33,41.63,65.38,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'C',2022,93.07,62.13,22.86,40.69,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'A',2023,54.24,91.33,39.68,69.17,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'C',2023,64.6,59.07,25.5,35.67,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'A',2024,50.75,93.42,37.64,65.49,Communication Services,Internet Content & Information
GOOGL,ALPHABET 'C',2024,77.72,57.71,25.86,32.97,Communication Services,Internet Content & Information
GPC,GENUINE PARTS,2020,81.94,36.11,73.59,35.26,Consumer Cyclical,Auto Parts
GPC,GENUINE PARTS,2021,85.88,65.23,73.7,38.22,Consumer Cyclical,Auto Parts
GPC,GENUINE PARTS,2022,84.85,76.79,76.67,39.59,Consumer Cyclical,Auto Parts
GPC,GENUINE PARTS,2023,82.9,63.33,73.62,41.04,Consumer Cyclical,Auto Parts
GPC,GENUINE PARTS,2024,81.68,73.1,79.9,43.15,Consumer Cyclical,Auto Parts
GPN,GLOBAL PAYMENTS,2020,86.21,59.0,65.08,,Industrials,Specialty Business Services
GPN,GLOBAL PAYMENTS,2021,84.12,61.16,68.02,,Industrials,Specialty Business Services
GPN,GLOBAL PAYMENTS,2022,92.83,57.79,73.86,50.11,Industrials,Specialty Business Services
GPN,GLOBAL PAYMENTS,2023,72.44,56.59,61.85,54.43,Industrials,Specialty Business Services
GPN,GLOBAL PAYMENTS,2024,92.21,55.21,63.37,58.86,Industrials,Specialty Business Services
GRMN,GARMIN,2020,49.57,54.09,74.59,81.17,Technology,Scientific & Technical Instruments
GRMN,GARMIN,2021,49.0,50.62,74.73,85.61,Technology,Scientific & Technical Instruments
GRMN,GARMIN,2022,42.78,61.99,74.27,86.18,Technology,Scientific & Technical Instruments
GRMN,GARMIN,2023,49.45,63.35,71.22,82.98,Technology,Scientific & Technical Instruments
GRMN,GARMIN,2024,55.66,61.43,74.01,80.1,Technology,Scientific & Technical Instruments
GS,GOLDMAN SACHS GP.,2020,66.75,70.79,85.67,40.88,Financial Services,Capital Markets
GS,GOLDMAN SACHS GP.,2021,61.75,77.17,85.42,38.62,Financial Services,Capital Markets
GS,GOLDMAN SACHS GP.,2022,70.08,73.98,83.69,60.32,Financial Services,Capital Markets
GS,GOLDMAN SACHS GP.,2023,64.29,67.29,89.2,55.55,Financial Services,Capital Markets
GS,GOLDMAN SACHS GP.,2024,62.09,64.27,89.66,88.08,Financial Services,Capital Markets
GWW,WW GRAINGER,2020,56.24,97.42,45.29,61.72,Industrials,Industrial Distribution
GWW,WW GRAINGER,2021,59.28,97.88,46.28,72.87,Industrials,Industrial Distribution
GWW,WW GRAINGER,2022,59.48,90.32,45.13,76.98,Industrials,Industrial Distribution
GWW,WW GRAINGER,2023,54.59,69.24,59.07,76.18,Industrials,Industrial Distribution
GWW,WW GRAINGER,2024,52.15,69.05,54.96,76.8,Industrials,Industrial Distribution
HAL,HALLIBURTON,2020,54.08,90.88,51.15,22.68,Energy,Oil & Gas Equipment & Services
HAL,HALLIBURTON,2021,65.88,86.44,56.69,53.08,Energy,Oil & Gas Equipment & Services
HAL,HALLIBURTON,2022,53.37,84.39,58.86,56.29,Energy,Oil & Gas Equipment & Services
HAL,HALLIBURTON,2023,48.44,79.04,57.84,57.02,Energy,Oil & Gas Equipment & Services
HAL,HALLIBURTON,2024,48.48,77.3,56.05,89.6,Energy,Oil & Gas Equipment & Services
HAS,HASBRO,2020,48.28,84.48,41.5,75.1,Consumer Cyclical,Leisure
HAS,HASBRO,2021,51.97,89.7,48.7,75.09,Consumer Cyclical,Leisure
HAS,HASBRO,2022,54.44,83.49,55.36,74.94,Consumer Cyclical,Leisure
HAS,HASBRO,2023,50.4,78.31,50.9,70.02,Consumer Cyclical,Leisure
HAS,HASBRO,2024,,76.51,48.32,72.77,Consumer Cyclical,Leisure
HBAN,HUNTINGTON BCSH.,2020,78.61,73.58,66.04,87.06,Financial Services,Banks - Regional
HBAN,HUNTINGTON BCSH.,2021,78.38,77.14,72.53,87.64,Financial Services,Banks - Regional
HBAN,HUNTINGTON BCSH.,2022,78.0,79.14,69.6,89.24,Financial Services,Banks - Regional
HBAN,HUNTINGTON BCSH.,2023,78.34,85.06,81.28,88.45,Financial Services,Banks - Regional
HBAN,HUNTINGTON BCSH.,2024,78.07,82.87,86.23,87.39,Financial Services,Banks - Regional
HCA,HCA HEALTHCARE,2020,58.22,59.16,79.54,,Healthcare,Medical Care Facilities
HCA,HCA HEALTHCARE,2021,57.37,63.93,82.62,,Healthcare,Medical Care Facilities
HCA,HCA HEALTHCARE,2022,58.24,61.22,85.1,,Healthcare,Medical Care Facilities
HCA,HCA HEALTHCARE,2023,53.58,59.28,92.19,71.49,Healthcare,Medical Care Facilities
HCA,HCA HEALTHCARE,2024,53.08,60.82,92.98,74.21,Healthcare,Medical Care Facilities
HD,HOME DEPOT,2020,54.02,72.47,97.38,70.71,Consumer Cyclical,Home Improvement Retail
HD,HOME DEPOT,2021,53.25,74.17,97.61,51.2,Consumer Cyclical,Home Improvement Retail
HD,HOME DEPOT,2022,48.44,74.65,97.67,63.79,Consumer Cyclical,Home Improvement Retail
HD,HOME DEPOT,2023,42.39,76.04,97.09,62.76,Consumer Cyclical,Home Improvement Retail
HD,HOME DEPOT,2024,47.75,75.26,96.91,77.23,Consumer Cyclical,Home Improvement Retail
HIG,HARTFORD INSURANCE GROUP,2020,82.06,68.02,67.29,43.38,Financial Services,Insurance - Property & Casualty
HIG,HARTFORD INSURANCE GROUP,2021,82.48,68.09,71.52,74.44,Financial Services,Insurance - Property & Casualty
HIG,HARTFORD INSURANCE GROUP,2022,80.8,64.48,76.91,78.05,Financial Services,Insurance - Property & Casualty
HIG,HARTFORD INSURANCE GROUP,2023,82.9,59.81,77.18,53.66,Financial Services,Insurance - Property & Casualty
HIG,HARTFORD INSURANCE GROUP,2024,76.88,55.94,74.76,21.68,Financial Services,Insurance - Property & Casualty
HII,HNTGTN.INGALLS INDS.,2020,67.99,75.51,75.56,70.13,Industrials,Aerospace & Defense
HII,HNTGTN.INGALLS INDS.,2021,67.25,74.59,75.92,81.9,Industrials,Aerospace & Defense
HII,HNTGTN.INGALLS INDS.,2022,67.67,76.93,75.96,84.95,Industrials,Aerospace & Defense
HII,HNTGTN.INGALLS INDS.,2023,67.47,68.92,73.91,83.41,Industrials,Aerospace & Defense
HII,HNTGTN.INGALLS INDS.,2024,66.82,68.41,84.3,81.14,Industrials,Aerospace & Defense
HLT,HILTON WORLDWIDE HDG.,2020,7.14,67.66,57.75,46.17,Consumer Cyclical,Lodging
HLT,HILTON WORLDWIDE HDG.,2021,35.84,82.0,60.65,44.87,Consumer Cyclical,Lodging
HLT,HILTON WORLDWIDE HDG.,2022,57.09,84.93,63.97,41.68,Consumer Cyclical,Lodging
HLT,HILTON WORLDWIDE HDG.,2023,55.95,80.93,66.18,41.37,Consumer Cyclical,Lodging
HLT,HILTON WORLDWIDE HDG.,2024,43.32,80.75,63.34,39.51,Consumer Cyclical,Lodging
HOLX,HOLOGIC,2020,79.15,44.14,93.16,64.93,Healthcare,Medical Instruments & Supplies
HOLX,HOLOGIC,2021,73.54,58.05,91.91,59.57,Healthcare,Medical Instruments & Supplies
HOLX,HOLOGIC,2022,73.37,53.95,93.49,64.08,Healthcare,Medical Instruments & Supplies
HOLX,HOLOGIC,2023,75.57,65.6,92.04,69.68,Healthcare,Medical Instruments & Supplies
HOLX,HOLOGIC,2024,73.4,65.14,91.9,72.52,Healthcare,Medical Instruments & Supplies
HON,HONEYWELL INTL.,2020,53.29,63.92,63.32,58.47,Industrials,Conglomerates
HON,HONEYWELL INTL.,2021,58.15,59.85,54.69,69.92,Industrials,Conglomerates
HON,HONEYWELL INTL.,2022,58.9,67.55,76.67,69.12,Industrials,Conglomerates
HON,HONEYWELL INTL.,2023,59.39,67.25,70.36,75.8,Industrials,Conglomerates
HON,HONEYWELL INTL.,2024,60.58,63.56,64.09,74.72,Industrials,Conglomerates
HOOD,ROBINHOOD MARKETS A,2020,82.8,91.59,47.85,87.38,Financial Services,Capital Markets
HOOD,ROBINHOOD MARKETS A,2021,79.26,91.48,69.54,88.66,Financial Services,Capital Markets
HOOD,ROBINHOOD MARKETS A,2022,59.48,90.37,61.96,84.59,Financial Services,Capital Markets
HOOD,ROBINHOOD MARKETS A,2023,75.43,75.03,57.55,71.72,Financial Services,Capital Markets
HOOD,ROBINHOOD MARKETS A,2024,82.63,72.72,67.13,70.51,Financial Services,Capital Markets
HPE,HEWLETT PACKARD ENTER.,2020,54.07,73.15,40.13,62.1,Technology,Communication Equipment
HPE,HEWLETT PACKARD ENTER.,2021,40.93,78.51,59.31,49.96,Technology,Communication Equipment
HPE,HEWLETT PACKARD ENTER.,2022,31.66,76.88,57.04,71.79,Technology,Communication Equipment
HPE,HEWLETT PACKARD ENTER.,2023,29.84,70.87,58.83,76.39,Technology,Communication Equipment
HPE,HEWLETT PACKARD ENTER.,2024,30.92,69.84,56.64,75.13,Technology,Communication Equipment
HPQ,HP,2020,81.69,49.62,45.53,22.77,Technology,Computer Hardware
HPQ,HP,2021,81.08,49.41,58.98,24.67,Technology,Computer Hardware
HPQ,HP,2022,82.05,74.7,57.28,31.11,Technology,Computer Hardware
HPQ,HP,2023,77.5,73.7,55.86,24.21,Technology,Computer Hardware
HPQ,HP,2024,82.29,72.98,64.01,48.32,Technology,Computer Hardware
HRL,HORMEL FOODS,2020,59.16,81.85,79.54,52.33,Consumer Defensive,Packaged Foods
HRL,HORMEL FOODS,2021,60.78,86.98,81.66,54.92,Consumer Defensive,Packaged Foods
HRL,HORMEL FOODS,2022,49.13,83.07,81.58,59.15,Consumer Defensive,Packaged Foods
HRL,HORMEL FOODS,2023,36.6,90.9,79.39,82.67,Consumer Defensive,Packaged Foods
HRL,HORMEL FOODS,2024,51.13,89.58,78.89,80.34,Consumer Defensive,Packaged Foods
HSIC,HENRY SCHEIN,2020,75.6,74.23,35.91,59.98,Healthcare,Medical Distribution
HSIC,HENRY SCHEIN,2021,70.65,74.41,43.95,61.0,Healthcare,Medical Distribution
HSIC,HENRY SCHEIN,2022,70.72,71.45,44.38,51.15,Healthcare,Medical Distribution
HSIC,HENRY SCHEIN,2023,71.43,63.74,42.13,56.17,Healthcare,Medical Distribution
HSIC,HENRY SCHEIN,2024,71.49,60.03,39.52,65.97,Healthcare,Medical Distribution
HST,HOST HOTELS & RESORTS REIT,2020,88.07,46.09,22.47,66.99,Real Estate,REIT - Hotel & Motel
HST,HOST HOTELS & RESORTS REIT,2021,62.79,44.24,26.04,67.99,Real Estate,REIT - Hotel & Motel
HST,HOST HOTELS & RESORTS REIT,2022,52.39,38.35,37.81,68.69,Real Estate,REIT - Hotel & Motel
HST,HOST HOTELS & RESORTS REIT,2023,63.41,64.19,36.81,66.94,Real Estate,REIT - Hotel & Motel
HST,HOST HOTELS & RESORTS REIT,2024,80.45,61.33,37.8,65.77,Real Estate,REIT - Hotel & Motel
HSY,HERSHEY,2020,69.59,58.83,87.23,82.82,Consumer Defensive,Confectioners
HSY,HERSHEY,2021,62.21,69.41,90.01,82.27,Consumer Defensive,Confectioners
HSY,HERSHEY,2022,62.84,68.33,87.54,83.66,Consumer Defensive,Confectioners
HSY,HERSHEY,2023,62.4,61.08,85.33,84.07,Consumer Defensive,Confectioners
HSY,HERSHEY,2024,67.13,57.54,89.19,83.47,Consumer Defensive,Confectioners
HUBB,HUBBELL,2020,77.12,93.47,89.87,66.21,Industrials,Electrical Equipment & Parts
HUBB,HUBBELL,2021,79.58,93.28,89.94,62.22,Industrials,Electrical Equipment & Parts
HUBB,HUBBELL,2022,80.26,90.91,89.75,62.28,Industrials,Electrical Equipment & Parts
HUBB,HUBBELL,2023,79.96,84.62,89.65,64.72,Industrials,Electrical Equipment & Parts
HUBB,HUBBELL,2024,83.93,81.93,86.89,58.49,Industrials,Electrical Equipment & Parts
HUM,HUMANA,2020,69.23,79.03,80.43,71.96,Healthcare,Healthcare Plans
HUM,HUMANA,2021,77.13,80.16,79.1,93.16,Healthcare,Healthcare Plans
HUM,HUMANA,2022,81.09,83.18,79.43,92.15,Healthcare,Healthcare Plans
HUM,HUMANA,2023,80.9,82.64,78.65,85.63,Healthcare,Healthcare Plans
HUM,HUMANA,2024,80.52,82.53,77.28,84.25,Healthcare,Healthcare Plans
HWM,HOWMET AEROSPACE,2020,62.5,41.39,49.94,78.13,Industrials,Aerospace & Defense
HWM,HOWMET AEROSPACE,2021,55.4,43.05,51.25,77.15,Industrials,Aerospace & Defense
HWM,HOWMET AEROSPACE,2022,54.61,77.82,49.35,78.9,Industrials,Aerospace & Defense
HWM,HOWMET AEROSPACE,2023,51.29,74.96,45.31,79.72,Industrials,Aerospace & Defense
HWM,HOWMET AEROSPACE,2024,49.73,81.42,42.79,73.9,Industrials,Aerospace & Defense
IBKR,INTERACTIVE BROKERS GROUP A,2020,69.64,3.59,52.24,,Financial Services,Capital Markets
IBKR,INTERACTIVE BROKERS GROUP A,2021,69.04,10.86,51.43,,Financial Services,Capital Markets
